Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Deviance (aka 5.10 roof)","Sunshine Roof > Reimers Ranch > Austin Area > Texas",https://www.mountainproject.com/route/108764385/deviance-aka-510-roof,3.2,-1,Sport,"5.10a PG13",1,50,30.3631,-98.12506
"Boognish Tower","Boognish Tower > Day Canyon > Potash Road > Moab Area > Utah",https://www.mountainproject.com/route/108214204/boognish-tower,3.3,-1,"Trad, Sport","5.10 PG13",1,120,38.57066,-109.66948
"Master of My Domain","The Crest > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105962620/master-of-my-domain,3.1,-1,Sport,5.9,1,160,49.9065,-123.1619
"Wolf Point","(4) Wolf Point > Klinger Spring > Mt. Hood > Oregon",https://www.mountainproject.com/route/109610597/wolf-point,2.9,-1,Sport,5.9,1,80,45.40884,-121.56854
"Penny Candy","Middle Spire > Phantom Spires > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106038234/penny-candy,2.9,-1,Sport,5.10a,1,40,38.7875,-120.2441
"Tea Bag","The Tea Room > Echo Cliffs > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/106622231/tea-bag,2.9,-1,Sport,5.10b/c,1,85,34.1259,-118.92322
"Spare Tire","Gallatin Tower > West Side > Gallatin Canyon > Southwest Region > Montana",https://www.mountainproject.com/route/106963299/spare-tire,2.9,-1,"Trad, Sport",5.10b,1,90,45.4169,-111.2342
"Tee The Ball","Someone Else's Peg > Tenpins/Switchbacks > Custer State Park > South Dakota",https://www.mountainproject.com/route/106057739/tee-the-ball,3.6,-1,"Trad, Sport",5.9,1,165,43.8394,-103.5358
"King Under the Mountain","Lower Tier (Left Side) > Lower Tier > Frustration Creek > Highway 38 Crags > San Bernardino Mountains > California",https://www.mountainproject.com/route/109750254/king-under-the-mountain,2.9,-1,Sport,5.10a,1,90,34.10202,-116.96535
Gunsmoke,"The Frontera > Maple Canyon Road > Maple Canyon > Utah",https://www.mountainproject.com/route/108253223/gunsmoke,2.9,-1,Sport,5.10a,1,60,39.5551,-111.6795
"Captain Dinghy","High Meadow Wall > Shell Pond > a. Western Mountains > Maine",https://www.mountainproject.com/route/109232008/captain-dinghy,3.3,-1,Sport,5.10a,1,100,44.24944,-70.96504
"The Eagle's Gift","Eagle Bluff > Clifton Crags > Maine",https://www.mountainproject.com/route/106417285/the-eagles-gift,3.9,-1,Sport,5.9+,1,90,44.79328,-68.49641
Pornokini,"Infrared Wall > Arginonta > Kalymnos > Greece > Europe > International",https://www.mountainproject.com/route/107263106/pornokini,3.3,-1,Sport,5.10a,1,95,37.0154,26.972
"Terror Incognito","Main Wall > Froggatt's Edge > Waikato and King Country > North Island > New Zealand > Oceania > International",https://www.mountainproject.com/route/106394545/terror-incognito,3.7,-1,Sport,5.10b,1,90,-38.1585,175.5284
"Before The Storm","The First Corridor > Texas Canyon > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107692741/before-the-storm,3.0,-1,"Trad, Sport",5.10b,1,95,34.51328,-118.40175
Kola,"Kola Spire > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735548/kola,2.9,-1,Sport,5.9,1,50,38.65201,-122.6187
"Rebecca's Sailing","Flumes Formation > West Side > Pinnacles National Park > Central Coast > California",https://www.mountainproject.com/route/106985698/rebeccas-sailing,2.8,-1,Sport,5.9,1,80,36.49795,-121.2038
"Where Eagles Don't Dare","Eagle Wall > Tonsai Bay > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International",https://www.mountainproject.com/route/106083687/where-eagles-dont-dare,3.3,-1,Sport,5.10,1,95,8.01658,98.8293
Cholito,"Area 13 - Center > Area 13 > Clark Canyon > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/105887159/cholito,3.0,-1,Sport,5.10a,1,,37.78867,-118.91166
"Ring of Fire","Dream Wall > Lava Point > Tieton River > Southeast Cascades & Yakima > Washington",https://www.mountainproject.com/route/107694908/ring-of-fire,3.4,-1,Sport,5.10a,1,80,46.66987,-121.11879
"Red Dihedral","C: Red Dihedral Wall > 2: North, Climber's Right of Stairs > EM: Robinson Bluff > Missouri",https://www.mountainproject.com/route/114210985/red-dihedral,3.4,-1,Sport,5.9,1,50,38.01256,-90.62625
Aviary,"Al's Garage > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/105983764/aviary,2.9,-1,Sport,5.8,1,100,37.77473,-118.92509
"A Genius Bruing","Centre > Riverview Park > Frenchman Coulee, AKA Vantage > Central Region > Washington",https://www.mountainproject.com/route/106721202/a-genius-bruing,3.1,-1,Sport,5.10a,1,40,47.02339,-119.98188
"Char Char Boinks","The Temple > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106242004/char-char-boinks,3.7,-1,Sport,5.10b,1,100,44.1387,-107.245
"Mai Pen Rai","The Defile > Phra Nang Beach > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International",https://www.mountainproject.com/route/106000795/mai-pen-rai,3.4,-1,Sport,5.10,1,70,8.00356,98.84041
Handy,"Comp Rock - East Face > Comp Rock > East Sector > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106718575/handy,3.1,-1,"Trad, Sport",5.7,1,90,42.1359,-113.6689
"Fire Starter","Tomato Wall > Far End > Sunshine Wall > Frenchman Coulee, AKA Vantage > Central Region > Washington",https://www.mountainproject.com/route/107566161/fire-starter,3.1,-1,Sport,5.10b,1,65,47.0231,-119.97493
"Petite vite","01 - La tache noire > L'Amphitheatre > Saint-Andre-de-Kamouraska > Bas-Saint-Laurent > Quebec > Canada > North America > International",https://www.mountainproject.com/route/109444549/petite-vite,3.4,-1,Sport,5.10a,1,60,47.65165,-69.73416
"Liquid Sunshine","Skeletal Remains > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/106809041/liquid-sunshine,2.8,-1,Sport,5.8+,1,45,44.45089,-103.86366
"Ranger Ron","The Loaf > Western Wall Area > Alabama Hills > Lone Pine Area > Sierra Eastside > California",https://www.mountainproject.com/route/106126957/ranger-ron,3.0,-1,Sport,5.8,1,150,36.6072,-118.13424
"Triple Delight","Al's Garage > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/105914412/triple-delight,3.0,-1,Sport,5.10a/b,1,100,37.77473,-118.92509
"Lawn Darts","Peek-a-boo Tower > Duty Dome - Warrior Wall - Peek-a-boo Area > Icicle Creek > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/106745642/lawn-darts,3.3,-1,Sport,5.10a,1,130,47.54891,-120.74655
Epidural,"P-Wall > Bishop Peak > San Luis Obispo > Central Coast > California",https://www.mountainproject.com/route/107505523/epidural,3.2,-1,"Trad, Sport, TR",5.10a,1,65,35.30267,-120.69574
"Yabba Dabba Dudes","Flintstone Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734807/yabba-dabba-dudes,2.8,-1,"Sport, TR","5.10a R",1,70,37.88124,-121.98656
"Waterfall Ballet","Shawnee Shelter > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107860429/waterfall-ballet,3.1,-1,Sport,5.10a,1,50,37.73488,-83.63457
"Red Nectar Rage","Little Springs Crag > 01-Calico Basin > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/107048902/red-nectar-rage,2.8,-1,Sport,5.10b,1,60,36.15342,-115.42633
"Son of a Thousand Fathers","Skeletal Remains > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/106475847/son-of-a-thousand-fathers,3.4,-1,Sport,5.9+,1,70,44.45089,-103.86366
"Monkey Bizness","Wonder Wall > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/110063867/monkey-bizness,2.8,-1,Sport,5.10a,1,90,25.95004,-100.47694
"10.  Between A Block And A Hard Place","Silver Mountain > Michigan",https://www.mountainproject.com/route/112313722/10-between-a-block-and-a-hard-place,3.6,-1,Sport,5.10a/b,1,90,46.6622,-88.8382
"Ashes of Stone","Ashes of Stone Buttress > East Side > Gallatin Canyon > Southwest Region > Montana",https://www.mountainproject.com/route/107269714/ashes-of-stone,3.1,-1,"Trad, Sport",5.9,1,190,45.41818,-111.22899
"Stone Dagger","The Quiet Zone > King's Bluff > Tennessee",https://www.mountainproject.com/route/106656436/stone-dagger,3.1,-1,Sport,5.9+,1,60,36.5015,-87.3234
Subpar,"Pup Tent of Solitude > Main Elk Creek > Glenwood Springs > Colorado",https://www.mountainproject.com/route/111941682/subpar,3.1,-1,Sport,5.10a,1,50,39.68296,-107.57729
"Pork Chop","Boy Scout Wall > Bowman Valley > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108368342/pork-chop,3.2,-1,Sport,5.9,1,70,39.44587,-120.65838
Fodiqua,"Serenity Point > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/111085196/fodiqua,2.9,-1,Sport,5.9,1,80,37.64136,-83.68044
"Unknown Pillar","Sunday Wall > The Access Fund Trailhead > Main Canyon: Unaweep Granite > Unaweep Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/107485041/unknown-pillar,3.6,-1,"Trad, Sport",5.10-,1,75,38.81832,-108.60765
"F***in' Greenies","Piedra River -  Lower West > Piedra River > Pagosa Springs > Colorado",https://www.mountainproject.com/route/106977633/fin-greenies,3.6,-1,Sport,5.10b,1,75,37.4197,-107.1968
"Emerald City","(h) Rubble Row > Riverside Quarry > Inland Empire > California",https://www.mountainproject.com/route/111571633/emerald-city,3.0,-1,Sport,5.10a/b,1,85,34.0169,-117.4166
"Come In Your Lycra","Purple Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105977711/come-in-your-lycra,3.1,-1,Sport,5.10b,1,45,37.90083,-83.63815
"Captain Hook","The Treasure Chest > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735392/captain-hook,3.6,-1,"Sport, TR","5.10b R",1,40,38.59556,-123.34938
Alaska,"E. Big Star Wall > A. North Canyon > *Jackson Falls > Illinois",https://www.mountainproject.com/route/106278229/alaska,3.3,-1,Sport,5.10b,1,,37.50611,-88.69029
"Ants Go Marching","Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106327525/ants-go-marching,3.2,-1,Sport,5.10b,1,100,49.7224,-123.1025
"Land Speed Record","Big Black Face > Sunshine > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/106604014/land-speed-record,3.0,-1,Sport,5.10b,1,100,44.29596,-103.89038
Perplexus,"Puzzle Palace > Clem's Holler Area > Tumwater Canyon > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/105822207/perplexus,3.3,-1,Sport,5.10b,1,100,47.59186,-120.68569
"Blue Note","The Blocks > Phantom Spires > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106286453/blue-note,2.9,-1,Sport,5.10b,1,40,38.7879,-120.2437
"Solar Flare","South-Facing Wall > The Hinterlands > Wasatch Range > Utah",https://www.mountainproject.com/route/110137569/solar-flare,3.0,-1,Sport,5.10a,1,60,40.27488,-111.62795
"To Have and to Hold","Poultry Pillar - Wedding Wall > Castle Rock > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105812213/to-have-and-to-hold,2.8,-1,Sport,5.9,1,80,42.12418,-113.6714
Silhouettes,"Kotick Memorial Wall > Frenchman Coulee, AKA Vantage > Central Region > Washington",https://www.mountainproject.com/route/107670124/silhouettes,2.8,-1,Sport,5.10a,1,40,47.02349,-119.97212
"Return of The Jodi","White Wall > Mount Yonah > Georgia",https://www.mountainproject.com/route/106109970/return-of-the-jodi,2.9,-1,"Sport, TR",5.10,1,,34.63604,-83.71671
"Breaking Bad","Neanderthal Cave > Shelving Rock > F: Lake George Region > Adirondacks > New York",https://www.mountainproject.com/route/108191645/breaking-bad,3.0,-1,Sport,5.8,1,70,43.55944,-73.60333
"Ligneous Embracer","Rock Garden > San Luis Valley > Colorado",https://www.mountainproject.com/route/105753418/ligneous-embracer,3.0,-1,Sport,5.9+,1,,37.6947,-106.348
"California Boys","Dam - Back Side > Outlets > Sylvan Lake > Custer State Park > South Dakota",https://www.mountainproject.com/route/106693182/california-boys,3.4,-1,"Sport, TR","5.7 R",1,90,43.84753,-103.56572
Phineas,"Main Wall > Symplegades > Kalymnos > Greece > Europe > International",https://www.mountainproject.com/route/107263830/phineas,3.3,-1,Sport,5.8+,1,70,36.9858,26.9403
Rebirth,"(k) The Dihedrals > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/109341339/rebirth,2.8,-1,Sport,5.8,1,,44.3665,-121.14564
Hedgehog,"Sunshine Wall > Horseshoe Lake Area > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/108331586/hedgehog,3.0,-1,Sport,5.9,1,100,37.6058,-119.0235
"Slam Wow","Brick Attack Area > Cave Creek > Sam's Throne & Surroundings > Arkansas",https://www.mountainproject.com/route/110491537/slam-wow,3.0,-1,Sport,5.10b,1,60,35.84236,-93.05688
Klondike,"North Face & Northwest Corner > Devils Tower > Wyoming",https://www.mountainproject.com/route/105715085/klondike,3.2,-1,"Trad, Sport","5.10a R",1,200,44.59017,-104.71742
"Guava Jelly","Trenchtown > Upper Dakota Crag > La Sal Mountains > Moab Area > Utah",https://www.mountainproject.com/route/110794133/guava-jelly,3.2,-1,Sport,5.9+,1,80,38.47028,-109.27448
"The Egg","Chicken Little Area > Cockscomb Crag > Diablo Canyon > Santa Fe Area > New Mexico",https://www.mountainproject.com/route/105864331/the-egg,2.8,-1,Sport,5.9,1,60,35.80507,-106.14496
"Lost Horizon","Seal Cove > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106010404/lost-horizon,3.0,-1,"Trad, Sport",5.10-,1,,49.6369,-123.2149
"Pocket Reference","Four Blocks Crag > Nine Mile Hill > Unaweep Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/107147755/pocket-reference,3.1,-1,Sport,5.10a,1,45,38.9351,-108.485
"Birds of a Feather","The Lighthouse (middle rock) > WM: Raven Rocks > Missouri",https://www.mountainproject.com/route/110425910/birds-of-a-feather,3.4,-1,"Sport, TR",5.8,1,50,38.11346,-93.37246
"Baby Steps","Starter Crag > Mount Charleston > Southern Nevada > Nevada",https://www.mountainproject.com/route/107552273/baby-steps,2.8,-1,Sport,5.9,1,40,36.276,-115.5908
"Fresh Meat","E - Lower Tier > Upper West > Bolton Area > Vermont",https://www.mountainproject.com/route/107562004/fresh-meat,3.0,-1,Sport,5.10b,1,80,44.42037,-72.90162
"Turtle Mountain","Outhouse Wall > The Back of The Lake > Lake Louise > Banff National Park > Alberta > Canada > North America > International",https://www.mountainproject.com/route/108226542/turtle-mountain,3.3,-1,Sport,5.10b,1,80,51.4076,-116.2405
Roadkill,"Rabbit Rock - Northeast > Rabbit Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106791268/roadkill,3.1,-1,"Trad, Sport",5.10b,1,120,42.08358,-113.72075
"The Chicken","Chicken Little Area > Cockscomb Crag > Diablo Canyon > Santa Fe Area > New Mexico",https://www.mountainproject.com/route/105864326/the-chicken,2.8,-1,Sport,5.10a,1,60,35.80507,-106.14496
"Lava Sundae","Dream Wall > Lava Point > Tieton River > Southeast Cascades & Yakima > Washington",https://www.mountainproject.com/route/107694918/lava-sundae,3.3,-1,Sport,5.10a,1,80,46.66987,-121.11879
Boneyard,"The Egg > Texas Canyon > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107152695/boneyard,3.0,-1,Sport,5.10b,1,60,34.51316,-118.40187
"Gomers in Blue Shirts","The Whale > Red Rock Canyon Open Space > Colorado Springs > Colorado",https://www.mountainproject.com/route/107070082/gomers-in-blue-shirts,3.0,-1,Sport,5.10a,1,85,38.8461,-104.8824
"Stranger than Friction","Slab Area > Currahee Mountain > Georgia",https://www.mountainproject.com/route/105901457/stranger-than-friction,2.9,-1,"Trad, Sport",5.9+,1,70,34.5294,-83.3759
"Science Friction","Sunshine Wall Routes > Sunshine Wall > Arches National Park > Moab Area > Utah",https://www.mountainproject.com/route/106046536/science-friction,3.0,-1,Sport,"5.9- PG13",1,160,38.8607,-109.7425
"If The Fall Doesnt Kill You A Car Will","Hole in the Rock > Ogden Canyon > Ogden > Wasatch Range > Utah",https://www.mountainproject.com/route/105962750/if-the-fall-doesnt-kill-you-a-car-will,3.0,-1,Sport,5.10a,1,75,41.23831,-111.91012
"Roger Rabbit","The Bunny Slope > Sunshine > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/106460403/roger-rabbit,2.9,-1,Sport,5.10b,1,65,44.29596,-103.89038
"Flakes Don't Fail Me Now","(03) Wall of Dreams > New Side > Mentmore > Gallup Area > New Mexico",https://www.mountainproject.com/route/105805547/flakes-dont-fail-me-now,3.5,-1,Sport,5.10b,1,,35.51219,-108.86996
"Shrimp Dude","The Islands > Sand Rock > Alabama",https://www.mountainproject.com/route/107645399/shrimp-dude,2.8,-1,Sport,5.10a,1,60,34.1804,-85.817
"Widow Maker","Luther Spires > Luther Spires > South Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105736393/widow-maker,3.3,-1,Sport,5.10a,1,50,38.79979,-119.9998
"Welcome to the Pleasure Dome","South Face > Fairview Dome > Middle Earth > Fairview Mountain > Apple Valley Crags > High Desert > California",https://www.mountainproject.com/route/111084068/welcome-to-the-pleasure-dome,3.4,-1,Sport,5.10a,1,45,34.56107,-117.12122
"Little Purple Flowers","Reeds Creek > West Virginia",https://www.mountainproject.com/route/112835534/little-purple-flowers,3.3,-1,Sport,5.9,1,50,38.78496,-79.2901
Upperdeck-n-spackle,"Wipeyur Buttress > Devil's Head > South Platte > Colorado",https://www.mountainproject.com/route/107834948/upperdeck-n-spackle,3.0,-1,Sport,5.10b,1,75,39.25879,-105.10917
"Planet of Sound","Burns Side > WM: Monegaw Springs > Missouri",https://www.mountainproject.com/route/112256303/planet-of-sound,3.8,-1,Sport,5.10b,1,40,38.02517,-93.84338
